18:09:43,0
18:09:44,83
18:09:45,69
18:09:46,75
18:09:58,0
18:09:59,0
18:10:00,0
18:10:01,0
18:10:02,0
18:10:03,91
18:10:04,72
18:10:05,101
18:10:06,87
18:10:07,0
18:10:08,74
18:10:09,63
18:10:10,78
18:10:11,82
18:10:12,90
18:10:13,90
18:10:14,75
18:10:15,70
18:10:16,104
18:10:17,110
18:10:18,90
18:10:19,94
18:10:20,91
18:10:21,82
18:10:22,82
18:10:23,72
18:10:24,79
18:10:25,90
18:10:26,93
18:10:27,95
18:10:28,96
18:10:29,98
18:10:30,101
18:10:31,95
18:10:32,0
18:10:33,0
18:10:34,69
18:10:35,71
18:10:36,73
18:10:38,69
18:10:39,0
18:10:40,0
18:10:41,58
18:10:42,57
18:10:43,65
18:10:44,78
18:10:45,85
18:10:46,84
18:10:47,82
18:10:48,87
18:10:49,83
18:10:50,84
18:10:51,80
18:10:52,73
18:10:53,80
18:10:54,82
18:10:55,96
18:10:56,97
18:10:57,96
18:10:58,96
18:10:59,93
18:11:00,92
18:11:01,81
18:11:02,81
18:11:03,96
18:11:04,97
18:11:05,99
18:11:06,96
18:11:07,93
18:11:08,90
18:11:09,85
18:11:10,86
18:11:11,88
18:11:12,88
18:11:13,89
18:11:14,85
18:11:15,83
18:11:16,80
18:11:17,84
18:11:18,86
18:11:19,92
18:11:20,91
18:11:21,85
18:11:22,77
18:11:23,78
18:11:24,85
18:11:25,85
18:11:26,81
18:11:27,75
18:11:28,70
18:11:29,72
18:11:30,77
18:11:31,87
18:11:32,91
18:11:33,92
18:11:34,88
18:11:35,87
18:11:36,83
18:11:37,77
18:11:38,77
18:11:39,65
18:11:40,65
18:11:41,64
18:11:41,58
18:11:42,100
18:11:43,109
18:11:44,110
18:11:45,85
18:11:46,76
18:11:47,82
18:11:48,79
18:11:49,96
18:11:50,96
18:11:51,96
18:11:52,79
18:11:53,86
18:11:54,94
18:11:55,92
18:11:56,99
18:11:57,95
18:11:58,95
18:11:59,104
18:12:00,108
18:12:01,119
18:12:02,92
18:12:03,94
18:12:04,81
18:12:05,75
18:12:06,75
18:12:07,97
18:12:08,112
18:12:09,103
18:12:10,89
18:12:11,89
18:12:12,87
18:12:13,92
18:12:14,97
18:12:15,90
18:12:16,82
18:12:17,67
18:12:18,70
18:12:19,95
18:12:20,116
18:12:21,116
18:12:22,99
18:12:23,99
18:12:24,99
18:12:25,84
18:12:26,82
18:12:27,94
18:12:28,121
18:12:29,108
18:12:30,105
18:12:31,94
18:12:32,98
18:12:33,107
18:12:34,112
18:12:35,93
18:12:36,93
18:12:37,71
18:12:38,66
18:12:39,71
18:12:40,68
18:12:41,98
18:12:42,127
18:12:43,121
18:12:44,96
18:12:45,100
18:12:46,112
18:12:47,128
18:12:48,111
18:12:49,99
18:12:50,94
18:12:51,138
18:12:52,137
18:12:53,132
18:12:54,118
18:12:55,113
18:12:56,114
18:12:57,121
18:12:58,104
18:12:59,99
18:13:00,99
18:13:01,110
18:13:02,113
18:13:03,134
18:13:04,139
18:13:05,139
18:13:06,139
18:13:07,122
18:13:08,120
18:13:09,140
18:13:10,141
18:13:11,149
18:13:12,126
18:13:13,114
18:13:14,86
18:13:15,86
18:13:16,83
18:13:17,59
18:13:18,64
18:13:19,64
18:13:20,69
18:13:21,68
18:13:22,75
18:13:23,75
18:13:24,80
18:13:25,80
18:13:26,71
18:13:27,108
18:13:28,139
18:13:29,140
18:13:30,110
18:13:31,112
18:13:32,112
18:13:33,92
18:13:34,92
18:13:35,112
18:13:36,126
18:13:37,129
18:13:38,126
18:13:39,144
18:13:40,147
18:13:41,121
18:13:42,119
18:13:43,135
18:13:44,114
18:13:45,111
18:13:46,86
18:13:47,115
18:13:48,115
18:13:49,110
18:13:50,86
18:13:51,82
18:13:52,98
18:13:53,94
18:13:54,97
18:13:55,122
18:13:56,123
18:13:57,138
18:13:58,156
18:13:59,138
18:14:00,115
18:14:01,154
18:14:02,142
18:14:03,115
18:14:04,141
18:14:05,146
18:14:06,143
18:14:07,145
18:14:08,126
18:14:09,100
18:14:10,100
18:14:11,94
18:14:12,67
18:14:13,62
18:14:14,104
18:14:15,104
18:14:16,104
18:14:17,102
18:14:18,93
18:14:19,146
18:14:20,147
18:14:21,125
18:14:22,81
18:14:23,79
18:14:24,77
18:14:25,106
18:14:26,153
18:14:26,162
18:14:27,145
18:14:28,114
18:14:29,76
18:14:30,76
18:14:31,75
18:14:32,76
18:14:33,76
18:14:34,70
18:14:35,91
18:14:36,150
18:14:37,131
18:14:38,112
18:14:39,80
18:14:40,74
18:14:41,75
18:14:42,72
18:14:43,72
18:14:44,72
18:14:45,76
18:14:46,83
18:14:47,83
18:14:48,84
18:14:49,82
18:14:50,84
18:14:51,84
18:14:52,84
18:14:53,83
18:14:54,83
18:14:55,73
18:14:56,75
18:14:57,71
18:14:58,79
18:14:59,83
18:15:00,79
18:15:01,80
18:15:02,76
18:15:03,101
18:15:04,101
18:15:05,96
18:15:06,94
18:15:07,74
18:15:08,72
18:15:09,121
18:15:10,120
18:15:11,126
18:15:12,101
18:15:13,130
18:15:14,140
18:15:15,115
18:15:16,88
18:15:17,93
18:15:18,106
18:15:19,123
18:15:20,93
18:15:21,79
18:15:22,70
18:15:23,106
18:15:24,139
18:15:25,133
18:15:26,145
18:15:27,145
18:15:28,157
18:15:29,114
18:15:30,114
18:15:31,114
18:15:32,135
18:15:33,112
18:15:34,108
18:15:35,109
18:15:36,83
18:15:37,66
18:15:38,72
18:15:39,68
18:15:40,75
18:15:41,75
18:15:42,122
18:15:43,125
18:15:44,125
18:15:45,121
18:15:46,108
18:15:47,71
18:15:48,115
18:15:49,105
18:15:50,116
18:15:51,101
18:15:52,83
18:15:53,81
18:15:54,79
18:15:55,81
18:15:56,80
18:15:57,82
18:15:58,77
18:15:59,81
18:16:00,81
18:16:01,86
18:16:02,82
18:16:03,81
18:16:04,77
18:16:05,75
18:16:06,78
18:16:07,137
18:16:08,127
18:16:09,105
18:16:10,132
18:16:11,127
18:16:12,116
18:16:13,88
18:16:14,77
18:16:15,72
18:16:16,82
18:16:17,87
18:16:18,103
18:16:19,134
18:16:20,124
18:16:21,132
18:16:22,143
18:16:23,129
18:16:24,134
18:16:25,118
18:16:26,113
18:16:27,84
18:16:28,112
18:16:29,112
18:16:30,105
18:16:31,104
18:16:32,119
18:16:33,100
18:16:34,83
18:16:35,67
18:16:36,72
18:16:37,71
18:16:38,72
18:16:39,92
18:16:40,94
18:16:41,91
18:16:42,74
18:16:43,95
18:16:44,97
18:16:45,95
18:16:46,74
18:16:47,74
18:16:48,69
18:16:49,63
18:16:50,60
18:16:51,66
18:16:52,74
18:16:53,73
18:16:54,73
18:16:55,65
18:16:56,69
18:16:57,87
18:16:58,87
18:16:59,98
18:17:00,89
18:17:01,84
18:17:02,65
18:17:03,111
18:17:04,158
18:17:05,130
18:17:06,155
18:17:07,140
18:17:08,123
18:17:09,98
18:17:10,79
18:17:11,73
18:17:12,77
18:17:12,79
18:17:13,74
18:17:14,74
18:17:15,65
18:17:16,64
18:17:17,68
18:17:18,118
18:17:19,119
18:17:20,116
18:17:21,71
18:17:22,71
18:17:23,73
18:17:24,105
18:17:25,115
18:17:26,109
18:17:27,83
18:17:28,68
18:17:29,68
18:17:30,142
18:17:31,153
18:17:32,113
18:17:33,101
18:17:34,101
18:17:35,88
18:17:36,158
18:17:37,141
18:17:38,107
18:17:39,87
18:17:40,82
18:17:41,131
18:17:42,154
18:17:43,120
18:17:44,126
18:17:45,148
18:17:46,163
18:17:47,138
18:17:48,145
18:17:49,159
18:17:50,167
18:17:51,153
18:17:52,153
18:17:53,120
18:17:54,123
18:17:55,134
18:17:56,113
18:17:57,90
18:17:58,113
18:17:59,111
18:18:00,107
18:18:01,94
18:18:02,90
18:18:03,101
18:18:04,104
18:18:05,96
18:18:06,79
18:18:07,79
18:18:08,104
18:18:09,100
18:18:10,136
18:18:11,139
18:18:12,130
18:18:13,127
18:18:14,154
18:18:15,113
18:18:16,123
18:18:17,122
18:18:18,138
18:18:19,157
18:18:20,142
18:18:21,163
18:18:22,137
18:18:23,143
18:18:24,162
18:18:25,141
18:18:26,123
18:18:27,95
18:18:28,94
18:18:29,158
18:18:30,157
18:18:31,160
18:18:32,146
18:18:33,160
18:18:34,160
18:18:35,157
18:18:36,160
18:18:37,143
18:18:38,168
18:18:39,168
18:18:40,151
18:18:41,151
18:18:42,163
18:18:43,138
18:18:44,140
18:18:45,160
18:18:46,163
18:18:47,167
18:18:48,148
18:18:49,147
18:18:50,148
18:18:51,143
18:18:52,159
18:18:53,160
18:18:54,170
18:18:55,111
18:18:56,83
18:18:57,76
18:18:58,113
18:18:59,112
18:19:00,112
18:19:01,111
18:19:02,111
18:19:03,81
18:19:04,105
18:19:05,107
18:19:06,105
18:19:07,110
18:19:08,155
18:19:09,168
18:19:10,143
18:19:11,154
18:19:12,132
18:19:13,117
18:19:14,151
18:19:15,142
18:19:16,168
18:19:17,140
18:19:18,147
18:19:19,149
18:19:20,124
18:19:21,124
18:19:22,124
18:19:23,82
18:19:24,82
18:19:25,86
18:19:26,131
18:19:27,153
18:19:28,144
18:19:29,116
18:19:30,92
18:19:31,77
18:19:32,112
18:19:33,111
18:19:34,113
18:19:35,111
18:19:36,113
18:19:37,80
18:19:38,100
18:19:39,163
18:19:40,142
18:19:41,123
18:19:42,123
18:19:43,164
18:19:44,164
18:19:45,141
18:19:46,165
18:19:47,143
18:19:48,136
18:19:49,158
18:19:50,135
18:19:51,123
18:19:52,115
18:19:53,119
18:19:54,111
18:19:55,119
18:19:56,126
18:19:57,126
18:19:57,127
18:19:58,168
18:19:59,164
18:20:00,143
18:20:01,148
18:20:02,124
18:20:03,145
18:20:04,165
18:20:05,170
18:20:06,142
18:20:07,96
18:20:08,122
18:20:09,156
18:20:10,158
18:20:11,164
18:20:12,123
18:20:13,122
18:20:14,165
18:20:15,165
18:20:16,163
18:20:17,164
18:20:18,160
18:20:19,157
18:20:20,157
18:20:21,160
18:20:22,163
18:20:23,160
18:20:24,165
18:20:25,165
18:20:26,128
18:20:27,128
18:20:28,117
18:20:29,160
18:20:30,160
18:20:31,164
18:20:32,168
18:20:33,166
18:20:34,165
18:20:35,160
18:20:36,163
18:20:37,164
18:20:38,160
18:20:39,143
18:20:40,140
18:20:41,161
18:20:42,175
18:20:43,160
18:20:44,163
18:20:45,161
18:20:46,161
18:20:47,167
18:20:48,125
18:20:49,101
18:20:50,109
18:20:51,152
18:20:52,125
18:20:53,148
18:20:54,170
18:20:55,154
18:20:56,167
18:20:57,171
18:20:58,173
18:20:59,154
18:21:00,122
18:21:01,124
18:21:02,136
18:21:03,151
18:21:04,127
18:21:05,98
18:21:06,119
18:21:07,118
18:21:08,144
18:21:09,171
18:21:10,163
18:21:11,153
18:21:12,146
18:21:13,130
18:21:14,125
18:21:15,119
18:21:16,168
18:21:17,174
18:21:18,168
18:21:19,152
18:21:20,125
18:21:21,125
18:21:22,130
18:21:23,167
18:21:24,152
18:21:25,142
18:21:26,170
18:21:27,146
18:21:28,145
18:21:29,163
18:21:30,171
18:21:31,151
18:21:32,110
18:21:33,116
18:21:34,114
18:21:35,161
18:21:36,167
18:21:37,170
18:21:38,131
18:21:39,132
18:21:40,110
18:21:41,71
18:21:42,81
18:21:43,153
18:21:44,164
18:21:45,147
18:21:46,143
18:21:47,135
18:21:48,118
18:21:49,134
18:21:50,135
18:21:51,115
18:21:52,120
18:21:53,129
18:21:54,112
18:21:55,89
18:21:56,106
18:21:57,106
18:21:58,117
18:21:59,117
18:22:00,104
18:22:01,102
18:22:02,112
18:22:03,112
18:22:04,131
18:22:05,184
18:22:06,179
